date,state_fang,state_macd,state_fg,state_vix,state_ma,state_eod,state_lead,state_btc,score_d,score_w,score_m,trend_d,trend_w,trend_m,overall_d,overall_w,overall_m,tone,verdict_ko,n_watch_avail,fg_avail,eod_avail,n_leaders,spy_close,vix_close
2015-06-23,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.846154,0.833333,0.500000,-1,1,1,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,6,176.785355,12.110000
2015-06-24,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.769231,0.333333,0.277778,-1,0,1,G2R,AMBER,R2G,caution,신호가 엇갈림,23,False,False,5,175.501419,13.260000
2015-06-25,GREEN,GREEN,AMBER,GREEN,AMBER,AMBER,GREEN,AMBER,0.661538,0.333333,0.277778,-1,0,1,G2R,AMBER,R2G,caution,신호가 엇갈림,23,False,False,6,174.967789,14.010000
2015-06-26,GREEN,G2R,AMBER,GREEN,AMBER,AMBER,GREEN,AMBER,0.315385,0.333333,0.277778,-1,0,1,G2R,AMBER,R2G,caution,신호가 엇갈림,23,False,False,5,174.934479,14.020000
2015-06-29,GREEN,RED,AMBER,G2R,AMBER,AMBER,GREEN,GREEN,0.169231,0.066667,0.322222,-1,-1,1,G2R,G2R,R2G,caution,신호가 엇갈림,23,False,False,5,171.266052,18.850000
2015-06-30,GREEN,RED,AMBER,G2R,AMBER,AMBER,GREEN,GREEN,0.169231,0.066667,0.322222,-1,-1,1,G2R,G2R,R2G,caution,신호가 엇갈림,23,False,False,5,171.624527,18.230000
2015-07-01,AMBER,RED,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.169231,0.333333,0.500000,-1,0,1,G2R,AMBER,GREEN,neutral,방향이 뚜렷하지 않음,23,False,False,5,173.000198,16.090000
2015-07-02,GREEN,RED,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.353846,0.333333,0.500000,1,0,1,R2G,AMBER,GREEN,buy,상승장 속 잠깐 쉬어가는 구간,23,False,False,5,172.841751,16.790001
2015-07-06,GREEN,R2G,AMBER,AMBER,AMBER,AMBER,GREEN,GREEN,0.576923,0.155556,0.322222,1,-1,1,GREEN,G2R,R2G,caution,신호가 엇갈림,23,False,False,6,172.349915,17.010000
2015-07-07,AMBER,R2G,AMBER,GREEN,AMBER,AMBER,AMBER,GREEN,0.392308,0.333333,0.500000,1,1,1,R2G,R2G,GREEN,buy,상승장 속 잠깐 쉬어가는 구간,23,False,False,4,173.433777,16.090000
2015-07-08,AMBER,RED,AMBER,AMBER,R2G,RED,RED,RED,-0.415385,-0.422222,-0.255556,-1,-1,-1,G2R,G2R,G2R,reduce,시장 전체가 내리막,23,False,False,1,170.524017,19.660000
2015-07-09,AMBER,RED,AMBER,AMBER,R2G,RED,RED,RED,-0.415385,-0.422222,-0.255556,-1,-1,-1,G2R,G2R,G2R,reduce,시장 전체가 내리막,23,False,False,1,170.832504,19.969999
2015-07-10,AMBER,RED,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.169231,0.333333,0.500000,-1,0,1,G2R,AMBER,GREEN,neutral,방향이 뚜렷하지 않음,23,False,False,6,172.983505,16.830000
2015-07-13,GREEN,RED,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.353846,0.333333,0.500000,1,1,1,R2G,R2G,GREEN,buy,상승장 속 잠깐 쉬어가는 구간,23,False,False,7,174.892807,13.900000
2015-07-14,GREEN,GREEN,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.815385,0.333333,0.500000,1,0,1,GREEN,AMBER,GREEN,hold,꾸준한 상승 흐름,23,False,False,7,175.651505,13.370000
2015-07-15,GREEN,GREEN,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.815385,0.333333,0.500000,1,1,1,GREEN,R2G,GREEN,hold,좋은 쪽에 가까움,23,False,False,6,175.593140,13.230000
2015-07-16,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,GREEN,1.000000,0.333333,0.500000,1,1,0,GREEN,R2G,GREEN,hold,좋은 쪽에 가까움,23,False,False,6,177.002167,12.110000
2015-07-17,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,AMBER,0.846154,0.333333,0.500000,0,0,0,GREEN,AMBER,GREEN,hold,꾸준한 상승 흐름,23,False,False,7,177.152176,11.950000
2015-07-20,GREEN,GREEN,AMBER,GREEN,GREEN,AMBER,GREEN,G2R,0.769231,0.833333,0.500000,0,1,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,8,177.243942,12.250000
2015-07-21,GREEN,GREEN,AMBER,GREEN,AMBER,AMBER,GREEN,G2R,0.584615,0.833333,0.500000,-1,1,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,5,176.543610,12.220000
2015-07-22,GREEN,GREEN,AMBER,GREEN,AMBER,AMBER,GREEN,G2R,0.584615,0.833333,0.500000,-1,1,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,6,176.226776,12.120000
2015-07-23,GREEN,G2R,AMBER,GREEN,AMBER,AMBER,GREEN,AMBER,0.315385,0.833333,0.500000,-1,1,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,6,175.234665,12.640000
2015-07-24,GREEN,G2R,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.469231,0.333333,0.500000,-1,0,1,G2R,AMBER,GREEN,neutral,방향이 뚜렷하지 않음,23,False,False,6,173.417068,13.740000
2015-07-27,AMBER,RED,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.169231,0.333333,0.500000,-1,-1,1,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,5,172.408249,15.600000
2015-07-28,AMBER,RED,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.169231,0.333333,0.500000,-1,-1,1,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,7,174.525940,13.440000
2015-07-29,AMBER,RED,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.169231,0.333333,0.500000,-1,-1,1,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,7,175.726578,12.500000
2015-07-30,GREEN,GREEN,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.815385,0.333333,0.500000,1,-1,1,GREEN,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,6,175.768250,12.130000
2015-07-31,AMBER,GREEN,AMBER,GREEN,AMBER,AMBER,GREEN,AMBER,0.476923,0.333333,0.500000,1,0,0,GREEN,AMBER,GREEN,hold,꾸준한 상승 흐름,23,False,False,6,175.501419,12.120000
2015-08-03,GREEN,GREEN,AMBER,GREEN,AMBER,AMBER,GREEN,G2R,0.584615,0.611111,0.500000,1,1,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,8,174.909439,12.560000
2015-08-04,GREEN,RED,AMBER,GREEN,AMBER,AMBER,GREEN,G2R,0.123077,0.333333,0.500000,-1,0,1,G2R,AMBER,GREEN,neutral,방향이 뚜렷하지 않음,23,False,False,8,174.567657,13.000000
2015-08-05,GREEN,RED,AMBER,GREEN,AMBER,AMBER,GREEN,AMBER,0.200000,0.611111,0.500000,-1,1,0,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,11,175.142899,12.510000
2015-08-06,GREEN,RED,AMBER,GREEN,AMBER,AMBER,GREEN,G2R,0.123077,0.111111,0.500000,-1,-1,1,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,11,173.708908,13.770000
2015-08-07,GREEN,RED,AMBER,GREEN,AMBER,AMBER,GREEN,AMBER,0.200000,0.111111,0.500000,0,-1,1,AMBER,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,9,173.375381,13.390000
2015-08-10,GREEN,RED,AMBER,GREEN,AMBER,AMBER,GREEN,G2R,0.123077,0.000000,0.500000,0,-1,0,AMBER,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,8,175.559799,12.230000
2015-08-11,GREEN,RED,AMBER,GREEN,AMBER,AMBER,GREEN,G2R,0.123077,0.000000,0.500000,0,-1,0,AMBER,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,7,173.975693,13.710000
2015-08-12,AMBER,RED,AMBER,GREEN,AMBER,AMBER,GREEN,G2R,-0.061538,0.000000,0.500000,-1,-1,0,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,7,174.184128,13.610000
2015-08-13,GREEN,RED,AMBER,GREEN,AMBER,AMBER,GREEN,G2R,0.123077,0.000000,0.500000,0,-1,0,AMBER,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,7,173.967331,13.490000
2015-08-14,GREEN,RED,AMBER,GREEN,AMBER,AMBER,GREEN,G2R,0.123077,0.000000,0.500000,0,-1,0,AMBER,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,5,174.600967,12.830000
2015-08-17,GREEN,GREEN,AMBER,GREEN,AMBER,AMBER,GREEN,AMBER,0.661538,0.500000,0.500000,1,1,0,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,5,175.576477,13.020000
2015-08-18,GREEN,GREEN,AMBER,GREEN,AMBER,AMBER,GREEN,G2R,0.584615,0.500000,0.166667,1,1,-1,GREEN,GREEN,G2R,buy,반등이 확인됨,23,False,False,5,175.067841,13.790000
2015-08-19,GREEN,RED,AMBER,GREEN,AMBER,AMBER,GREEN,G2R,0.123077,0.000000,0.277778,0,0,-1,AMBER,AMBER,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,6,173.683929,15.250000
2015-08-20,AMBER,RED,AMBER,AMBER,R2G,RED,RED,RED,-0.415385,-0.555556,-0.088889,-1,-1,-1,G2R,RED,G2R,reduce,시장 전체가 내리막,23,False,False,0,170.057083,19.139999
2015-08-21,RED,RED,AMBER,RED,R2G,RED,RED,RED,-0.723077,-1.000000,-0.600000,-1,-1,-1,RED,RED,RED,reduce,시장 전체가 내리막,23,False,False,0,164.937973,28.030001
2015-08-24,RED,RED,AMBER,RED,R2G,RED,RED,RED,-0.723077,-1.000000,-0.600000,-1,-1,-1,RED,RED,RED,reduce,시장 전체가 내리막,23,False,False,0,157.992950,40.740002
2015-08-25,RED,RED,AMBER,RED,R2G,RED,RED,RED,-0.723077,-0.733333,-0.600000,-1,-1,-1,RED,RED,RED,reduce,시장 전체가 내리막,23,False,False,0,156.133743,36.020000
2015-08-26,AMBER,RED,AMBER,RED,R2G,RED,RED,RED,-0.538462,-0.600000,-0.600000,1,-1,-1,R2G,RED,RED,caution,바닥 신호가 살짝 보임,23,False,False,0,162.128326,30.320000
2015-08-27,R2G,RED,AMBER,AMBER,R2G,RED,RED,RED,-0.323077,-0.422222,-0.422222,1,1,-1,R2G,R2G,G2R,buy,바닥을 다지는 중,23,False,False,1,166.138565,26.100000
2015-08-28,R2G,R2G,AMBER,AMBER,R2G,RED,RED,RED,0.023077,-0.422222,-0.422222,1,1,-1,R2G,R2G,G2R,buy,바닥을 다지는 중,23,False,False,1,166.146927,26.049999
2015-08-31,R2G,R2G,AMBER,RED,R2G,RED,RED,RED,-0.100000,-0.733333,-0.600000,1,1,-1,R2G,R2G,RED,buy,바닥을 다지는 중,23,False,False,0,164.804565,28.430000
2015-09-01,R2G,RED,AMBER,RED,R2G,RED,RED,RED,-0.446154,-0.733333,-0.600000,-1,0,-1,G2R,RED,RED,reduce,시장 전체가 내리막,23,False,False,0,159.885544,31.400000
2015-09-02,AMBER,RED,AMBER,AMBER,R2G,RED,RED,RED,-0.415385,-0.555556,-0.422222,-1,0,-1,G2R,RED,G2R,reduce,시장 전체가 내리막,23,False,False,0,162.920334,26.090000
2015-09-03,RED,RED,AMBER,AMBER,R2G,RED,RED,RED,-0.600000,-0.555556,-0.422222,-1,-1,-1,RED,RED,G2R,reduce,시장 전체가 내리막,23,False,False,0,163.037079,25.610001
2015-09-04,RED,R2G,AMBER,AMBER,R2G,RED,RED,RED,-0.253846,-0.555556,-0.422222,1,-1,-1,R2G,RED,G2R,caution,바닥 신호가 살짝 보임,23,False,False,0,160.569168,27.799999
2015-09-08,RED,R2G,AMBER,AMBER,R2G,RED,RED,R2G,-0.023077,-0.822222,-0.422222,1,-1,-1,R2G,RED,G2R,caution,바닥 신호가 살짝 보임,23,False,False,2,164.604538,24.900000
2015-09-09,AMBER,R2G,AMBER,AMBER,R2G,RED,RED,RED,-0.069231,-0.555556,-0.422222,1,1,-1,R2G,R2G,G2R,buy,바닥을 다지는 중,23,False,False,1,162.403336,26.230000
2015-09-10,AMBER,GREEN,AMBER,AMBER,R2G,RED,RED,RED,0.046154,-0.555556,-0.422222,1,0,-1,R2G,RED,G2R,caution,바닥 신호가 살짝 보임,23,False,False,2,163.287186,24.370001
2015-09-11,AMBER,GREEN,AMBER,AMBER,R2G,RED,AMBER,R2G,0.400000,-0.555556,-0.422222,1,0,-1,R2G,RED,G2R,caution,바닥 신호가 살짝 보임,23,False,False,3,164.029175,23.200001
2015-09-14,AMBER,GREEN,AMBER,AMBER,R2G,RED,AMBER,RED,0.169231,0.077778,-0.422222,1,1,-1,R2G,R2G,G2R,buy,바닥을 다지는 중,23,False,False,3,163.420624,24.250000
2015-09-15,R2G,GREEN,AMBER,AMBER,R2G,RED,AMBER,RED,0.261538,0.077778,-0.422222,1,1,-1,R2G,R2G,G2R,buy,바닥을 다지는 중,23,False,False,3,165.463272,22.540001
2015-09-16,AMBER,GREEN,AMBER,AMBER,R2G,RED,AMBER,RED,0.169231,0.077778,-0.422222,-1,1,-1,G2R,R2G,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,3,166.897232,21.350000
2015-09-17,AMBER,GREEN,AMBER,AMBER,R2G,RED,AMBER,RED,0.169231,0.077778,-0.422222,0,1,-1,AMBER,R2G,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,3,166.522079,21.139999
2015-09-18,R2G,GREEN,AMBER,AMBER,R2G,RED,AMBER,RED,0.261538,0.077778,-0.422222,0,1,-1,AMBER,R2G,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,4,163.800827,22.280001
2015-09-21,R2G,GREEN,AMBER,AMBER,R2G,RED,AMBER,RED,0.261538,-0.055556,-0.422222,1,-1,-1,R2G,G2R,G2R,caution,바닥 신호가 살짝 보임,23,False,False,4,164.647293,20.139999
2015-09-22,R2G,G2R,AMBER,AMBER,R2G,RED,RED,RED,-0.207692,-0.055556,-0.422222,-1,-1,1,G2R,G2R,R2G,caution,신호가 엇갈림,23,False,False,1,162.510208,22.440001
2015-09-23,AMBER,G2R,AMBER,AMBER,R2G,RED,RED,RED,-0.300000,-0.055556,-0.422222,-1,-1,1,G2R,G2R,R2G,caution,신호가 엇갈림,23,False,False,2,162.250473,22.129999
2015-09-24,R2G,G2R,AMBER,AMBER,R2G,RED,RED,RED,-0.207692,0.077778,-0.422222,-1,0,1,G2R,AMBER,R2G,caution,신호가 엇갈림,23,False,False,2,161.663742,23.469999
2015-09-25,AMBER,G2R,AMBER,AMBER,R2G,RED,RED,RED,-0.300000,-0.055556,-0.422222,-1,-1,1,G2R,G2R,R2G,caution,신호가 엇갈림,23,False,False,2,161.621887,23.620001
2015-09-28,AMBER,RED,AMBER,AMBER,R2G,RED,RED,RED,-0.415385,-0.422222,-0.422222,-1,-1,0,G2R,G2R,AMBER,neutral,방향이 뚜렷하지 않음,23,False,False,1,157.565613,27.629999
2015-09-29,AMBER,RED,AMBER,AMBER,R2G,RED,RED,RED,-0.415385,-0.422222,-0.422222,-1,-1,0,G2R,G2R,AMBER,neutral,방향이 뚜렷하지 않음,23,False,False,2,157.657761,26.830000
2015-09-30,AMBER,RED,AMBER,AMBER,R2G,RED,RED,RED,-0.415385,0.077778,-0.422222,-1,1,1,G2R,R2G,R2G,caution,신호가 엇갈림,23,False,False,2,160.599457,24.500000
2015-10-01,AMBER,RED,AMBER,AMBER,R2G,RED,RED,RED,-0.415385,0.077778,-0.422222,0,0,1,AMBER,AMBER,R2G,buy,큰 흐름이 좋아지는 중,23,False,False,2,161.018524,22.549999
2015-10-02,AMBER,GREEN,AMBER,AMBER,R2G,RED,AMBER,RED,0.169231,0.077778,-0.422222,1,1,0,R2G,R2G,AMBER,buy,바닥을 다지는 중,23,False,False,4,163.423691,20.940001
2015-10-05,AMBER,GREEN,AMBER,AMBER,R2G,RED,AMBER,RED,0.169231,0.077778,-0.422222,1,1,0,R2G,R2G,AMBER,buy,바닥을 다지는 중,23,False,False,4,166.331863,19.540001
2015-10-06,AMBER,GREEN,AMBER,AMBER,R2G,RED,AMBER,R2G,0.400000,0.411111,-0.422222,1,1,0,R2G,R2G,AMBER,buy,바닥을 다지는 중,23,False,False,4,165.761932,19.400000
2015-10-07,AMBER,GREEN,AMBER,AMBER,R2G,RED,AMBER,RED,0.169231,0.077778,-0.422222,0,0,0,AMBER,AMBER,AMBER,neutral,방향이 뚜렷하지 않음,23,False,False,4,167.119598,18.400000
2015-10-08,AMBER,GREEN,AMBER,AMBER,R2G,RED,AMBER,RED,0.169231,0.077778,-0.422222,0,0,0,AMBER,AMBER,AMBER,neutral,방향이 뚜렷하지 않음,23,False,False,4,168.628143,17.420000
2015-10-09,AMBER,GREEN,AMBER,AMBER,R2G,RED,R2G,RED,0.230769,0.077778,-0.422222,-1,0,0,G2R,AMBER,AMBER,neutral,방향이 뚜렷하지 않음,23,False,False,5,168.728775,17.080000
2015-10-12,RED,GREEN,AMBER,GREEN,R2G,RED,R2G,RED,0.169231,0.122222,-0.244444,0,0,1,AMBER,AMBER,R2G,buy,큰 흐름이 좋아지는 중,23,False,False,6,168.887955,16.170000
2015-10-13,AMBER,GREEN,AMBER,AMBER,R2G,RED,R2G,RED,0.230769,-0.055556,-0.422222,0,-1,0,AMBER,G2R,AMBER,neutral,방향이 뚜렷하지 않음,23,False,False,6,167.823593,17.670000
2015-10-14,AMBER,GREEN,AMBER,AMBER,R2G,RED,R2G,R2G,0.461538,0.277778,-0.422222,1,1,0,GREEN,R2G,AMBER,buy,바닥을 다지는 중,23,False,False,8,167.019073,18.030001
2015-10-15,AMBER,GREEN,AMBER,GREEN,R2G,RED,R2G,R2G,0.584615,0.455556,-0.244444,1,1,1,GREEN,GREEN,R2G,buy,큰 흐름이 좋아지는 중,23,False,False,7,169.583633,16.049999
2015-10-16,AMBER,GREEN,AMBER,GREEN,R2G,RED,R2G,R2G,0.584615,0.455556,-0.244444,1,1,1,GREEN,GREEN,R2G,buy,큰 흐름이 좋아지는 중,23,False,False,8,170.354568,15.050000
2015-10-19,AMBER,GREEN,AMBER,GREEN,R2G,RED,R2G,RED,0.353846,0.288889,-0.244444,-1,1,1,G2R,R2G,R2G,caution,신호가 엇갈림,23,False,False,7,170.438385,14.980000
2015-10-20,RED,GREEN,AMBER,GREEN,R2G,RED,R2G,R2G,0.400000,0.188889,-0.244444,-1,1,1,G2R,R2G,R2G,caution,신호가 엇갈림,23,False,False,6,170.220474,15.750000
2015-10-21,RED,G2R,AMBER,GREEN,R2G,RED,R2G,RED,-0.176923,-0.144444,-0.244444,-1,-1,1,G2R,G2R,R2G,caution,신호가 엇갈림,23,False,False,6,169.164551,16.700001
2015-10-22,AMBER,GREEN,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.630769,0.600000,0.000000,1,1,1,GREEN,GREEN,R2G,buy,큰 흐름이 좋아지는 중,23,False,False,12,172.022354,14.450000
2015-10-23,GREEN,GREEN,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.815385,0.733333,0.111111,1,1,1,GREEN,GREEN,R2G,buy,큰 흐름이 좋아지는 중,23,False,False,13,173.908020,14.460000
2015-10-26,GREEN,GREEN,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.815385,1.000000,0.333333,1,1,1,GREEN,GREEN,R2G,buy,큰 흐름이 좋아지는 중,23,False,False,14,173.480591,15.290000
2015-10-27,GREEN,GREEN,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.815385,1.000000,0.333333,1,1,1,GREEN,GREEN,R2G,buy,큰 흐름이 좋아지는 중,23,False,False,15,173.145401,15.430000
2015-10-28,GREEN,GREEN,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.815385,1.000000,0.333333,0,1,1,GREEN,GREEN,R2G,buy,큰 흐름이 좋아지는 중,23,False,False,15,175.114777,14.330000
2015-10-29,GREEN,GREEN,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.815385,1.000000,0.333333,0,1,1,GREEN,GREEN,R2G,buy,큰 흐름이 좋아지는 중,23,False,False,13,175.014206,14.610000
2015-10-30,GREEN,GREEN,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.815385,1.000000,0.333333,0,1,1,GREEN,GREEN,R2G,buy,큰 흐름이 좋아지는 중,23,False,False,13,174.260025,15.070000
2015-11-02,GREEN,GREEN,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.815385,1.000000,0.833333,0,0,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,14,176.321655,14.150000
2015-11-03,GREEN,GREEN,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.815385,1.000000,0.833333,0,0,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,14,176.832886,14.540000
2015-11-04,GREEN,GREEN,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.815385,1.000000,0.833333,0,0,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,15,176.296417,15.510000
2015-11-05,GREEN,G2R,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.469231,1.000000,0.833333,-1,0,1,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,15,176.120483,15.050000
2015-11-06,GREEN,G2R,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.469231,1.000000,0.833333,-1,0,1,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,15,176.028290,14.330000
2015-11-09,GREEN,RED,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.353846,1.000000,0.833333,-1,0,1,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,15,174.385712,16.520000
2015-11-10,GREEN,RED,AMBER,GREEN,AMBER,AMBER,GREEN,G2R,0.123077,1.000000,0.833333,-1,0,1,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,11,174.787933,15.290000
2015-11-11,GREEN,RED,AMBER,GREEN,AMBER,AMBER,GREEN,G2R,0.123077,1.000000,0.833333,-1,0,1,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,10,174.100769,16.059999
2015-11-12,AMBER,RED,AMBER,AMBER,R2G,RED,RED,RED,-0.415385,0.244444,0.077778,-1,-1,1,G2R,G2R,R2G,caution,신호가 엇갈림,23,False,False,1,171.670395,18.370001
2015-11-13,RED,RED,AMBER,AMBER,R2G,RED,RED,RED,-0.600000,0.244444,-0.422222,-1,-1,-1,RED,G2R,G2R,reduce,시장 전체가 내리막,23,False,False,0,169.742783,20.080000
2015-11-16,AMBER,RED,AMBER,AMBER,AMBER,AMBER,GREEN,G2R,-0.184615,0.322222,0.655556,-1,-1,1,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,10,172.324051,18.160000
2015-11-17,GREEN,RED,AMBER,AMBER,AMBER,AMBER,GREEN,AMBER,0.076923,0.233333,0.655556,1,-1,1,R2G,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,9,172.198334,18.840000
2015-11-18,GREEN,R2G,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.700000,1.000000,0.833333,1,0,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,11,174.930450,16.850000
2015-11-19,GREEN,R2G,AMBER,GREEN,AMBER,AMBER,GREEN,G2R,0.469231,1.000000,0.833333,1,1,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,10,174.779572,16.990000
2015-11-20,GREEN,R2G,AMBER,GREEN,AMBER,AMBER,GREEN,G2R,0.469231,1.000000,0.833333,1,1,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,9,175.416565,15.470000
2015-11-23,GREEN,R2G,AMBER,GREEN,AMBER,AMBER,GREEN,AMBER,0.546154,0.777778,0.833333,-1,1,1,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,7,175.215408,15.620000
2015-11-24,GREEN,R2G,AMBER,GREEN,AMBER,AMBER,GREEN,G2R,0.469231,0.777778,0.833333,0,1,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,10,175.450043,15.930000
2015-11-25,GREEN,R2G,AMBER,GREEN,AMBER,AMBER,GREEN,AMBER,0.546154,1.000000,0.833333,0,0,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,8,175.424911,15.190000
2015-11-27,GREEN,R2G,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.700000,1.000000,0.833333,1,0,1,GREEN,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,8,175.626038,15.120000
2015-11-30,GREEN,RED,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.353846,1.000000,0.833333,-1,0,1,G2R,GREEN,GREEN,caution,단기 과열 뒤 주춤,23,False,False,10,174.896896,16.129999
2015-12-01,GREEN,RED,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.353846,0.666667,1.000000,-1,-1,1,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,11,176.564682,14.670000
2015-12-02,GREEN,RED,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.353846,0.666667,0.833333,-1,-1,0,G2R,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,11,174.762848,15.910000
2015-12-03,GREEN,RED,AMBER,AMBER,AMBER,AMBER,GREEN,GREEN,0.230769,0.488889,0.155556,-1,-1,-1,G2R,G2R,G2R,reduce,시장 전체가 내리막,23,False,False,8,172.315628,18.110001
2015-12-04,GREEN,RED,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.353846,0.666667,0.833333,0,-1,0,AMBER,G2R,GREEN,reduce,조정이 올 수 있음,23,False,False,7,175.676346,14.810000
2015-12-07,GREEN,RED,AMBER,GREEN,AMBER,AMBER,GREEN,GREEN,0.353846,1.000000,0.833333,0,0,0,AMBER,GREEN,GREEN,hold,꾸준한 상승 흐름,23,False,False,6,174.612000,15.840000
2015-12-08,GREEN,RED,AMBER,AMBER,AMBER,AMBER,GREEN,GREEN,0.230769,0.822222,0.655556,0,1,-1,AMBER,GREEN,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,8,173.438690,17.600000
2015-12-09,AMBER,RED,AMBER,AMBER,AMBER,AMBER,GREEN,GREEN,0.046154,0.822222,0.155556,-1,1,-1,G2R,GREEN,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,8,172.089386,19.610001
2015-12-10,AMBER,RED,AMBER,AMBER,AMBER,AMBER,GREEN,GREEN,0.046154,0.822222,0.155556,-1,1,-1,G2R,GREEN,G2R,neutral,방향이 뚜렷하지 않음,23,False,False,8,172.533539,19.340000
2015-12-11,AMBER,RED,AMBER,AMBER,R2G,RED,RED,RED,-0.415385,0.244444,-0.422222,-1,-1,-1,G2R,G2R,G2R,reduce,시장 전체가 내리막,23,False,False,0,169.189682,24.389999
2015-12-14,AMBER,RED,AMBER,AMBER,R2G,RED,RED,RED,-0.415385,-0.255556,-0.422222,-1,-1,-1,G2R,G2R,G2R,reduce,시장 전체가 내리막,23,False,False,0,170.044495,22.730000
